"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: extraArgs","Param: source"
"scala.tools.nsc.ColdScalacBenchmark.compile","ss",1,20,8338.044101,84.606534,"ms/op",,@/code/better-files/args.txt
