"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: extraArgs","Param: source"
"scala.tools.nsc.ColdScalacBenchmark.compile","ss",1,20,6701.528433,971.854811,"ms/op",,@/code/better-files/args.txt
