"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: extraArgs","Param: source"
"scala.tools.nsc.HotScalacBenchmark.compile","sample",1,149,845.257817,9.099658,"ms/op",,@/code/better-files/args.txt
